"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"34","governar","chinês","público","março","decisão","suspenso","pavilhões","junho","adiamento","festival","proibido","pandemia","poderão","setembro","primeiro","aprovado","portar","super","mariano","programar","câmara","norteamericana","luís","ver","força","governamental","lacerda","parlamentar","dever","realidade","austrália","pan","sobrar","the","médico","democrata","harris","regressar","vinho","coimbra","servir","projeto","homólogo","confirmar","fácil","discursar","rádio","viajar","situação","viagem","cientista","transmissibilidade","cientista","usar","rápido","estimar","identificar","portavoz","retirar","diagnóstico","mãªs","covid","vacinar","livrar","viajante","sul","confirmar","turismo","podar","dizer","vacinação","emitir","tejo","bruxelas","poder","frequência","avança","colocar","alemanha","milhões","país","sarscov","máximo","final","surgir","números","estimar","realização","passageiro","unir","positivar","agora","desde","schallenberg","mesa","joe","ainda"
"35","conselho","chinar","surtir","ligar","participar","adiar","festival","data","data","jogador","cascar","câmara","ginásios","julho","comunicar","suspenso","suspenso","apoiar","rali","final","medina","marítimo","médicos","seguir","pressão","judicial","ryan","apoiar","declarar","tornar","regra","rua","on","central","cnn","febre","federal","donald","xinjiang","aeroporto","tomada","investigação","abrandar","atualmente","órgão","respostar","sobrar","autoridade","propagação","principal","contagioso","jorge","deverá","cientista","especialista","imunidade","ser","acompanhar","frequentar","instituto","eficaz","possível","oms","fundação","escalar","estrangeiro","áfrica","internacional","entrar","ir","levantamento","news","testar","despachar","dia","levantada","relatório","algum","surgir","alemanha","riscar","agostar","comunidade","mortalidade","desinformação","recente","imediato","regra","índia","qualquer","janeiro","agências","tempo","rua","lucrar","responder","airbus"
"36","ano","causar","conferência","cancelar","organizador","pavilhão","ligar","festa","datar","festa","digressão","restrições","reabertura","lpfp","equipar","poderão","cidade","provar","positivar","julho","cancelar","curtir","receber","visitar","evoluir","dividendo","participar","social","denúncias","voltar","voo","seis","contágio","jornal","saber","melania","times","brunir","riscar","apontar","frente","departamento","dia","disso","modo","task","eficácia","entrado","adhanom","prevenção","países","países","reabertura","controlar","combater","abril","deixar","sobrar","embora","normal","publicar","restrições","março","propagação","quarentenar","maioria","comité","aeroporto","viseu","japão","britânicos","segundafeira","mutações","vacinado","voo","vacinado","portugal","medida","the","dezembro","chinar","quadrar","casar","sul","papar","agências","proveniente","contingência","país","planar","após","impedir","disponíveis","taxar","natal","turismo","airlines"
"37","dia","apontar","tomado","futebol","agendar","promover","prever","dever","competição","fernando","decidir","campeonato","olímpicos","vão","ir","restaurante","comunicar","cancelar","organização","cujo","evolução","benfica","brasileiro","altura","dão","ministrar","declaração","aprovado","máxima","europa","aluno","duplicar","questão","twitter","democrata","sentir","máscara","is","colocar","processar","oms","base","médicos","trimestre","mortalidade","concluir","tornar","ir","new","teletrabalho","principalmente","máscaras","setembro","pouco","mãªs","paulo","jovem","falhar","consultar","inglaterra","mostrar","poderá","britânico","atualizado","viagem","três","combater","companhia","matt","taiwan","antar","espanha","valar","viajante","viajante","verão","crescente","dizer","vão","identificar","dar","ensaio","precisar","oficial","levantamento","francãªs","senhor","surtir","anunciar","terçafeira","usar","necessários","biden","entrar","medido","união","ajudar"
"38","financeiro","internacional","austrália","presidente","desfilar","adiado","todo","desportivo","fechado","decisão","francãªs","cascar","temporada","estádios","competição","receber","benfica","braga","temporada","fernando","marcado","evolução","responsável","agostar","federação","janeiro","ações","atender","mobilizar","twitter","início","escrever","guardian","horários","we","revelar","precaução","morar","conseguir","contra","informações","nunca","véspera","nunca","aberto","tratar","sudeste","medido","michael","investigação","the","onu","news","wuhan","imunidade","britânico","vagar","sociedade","noticiar","mutações","aberto","mãªs","elevado","direção","sul","sarscov","futurar","cruzeiro","fronteira","ryanair","entrar","quarentenar","norte","recordar","férias","dominante","acontecer","regiões","sarscov","rastrear","detetados","austrália","manter","riscar","cordeiro","kuwait","turquia","três","ir","afp","dizer","turista","mil","apoiar","parir","mundo","além"
"39","decidir","governar","mundo","estabelecimento","site","todo","coimbra","planar","equipa","anunciar","cancelar","marcar","restrições","prever","regressar","turismo","treino","jornada","amigo","oficial","correr","adiado","faltar","pandemia","alojamento","sob","terceirar","poder","aprovado","august","doenças","subido","ação","características","primeiradama","candidatar","sair","vender","doenças","espaço","tratamento","situações","parar","pública","americano","início","mutação","frança","anunciar","genebra","jorge","estudo","jornal","estudo","oito","passar","conferência","principal","ser","áfrica","britânicos","japonãªs","esperar","humano","proteção","situações","recuperação","kit","história","matt","pedir","aprovação","junho","resultar","totalmente","baixo","britânico","ir","reduzir","diagnóstico","exemplo","restrições","restante","francãªs","fact","chile","méxico","coronavírus","oms","avião","ficar","viajar","completar","tempo","propagação","task","alemães"
"40","fazer","trabalhar","ir","romagna","adiamento","feirar","maio","editor","representante","prova","carlos","internacional","mundial","realizar","desporto","abrir","realização","treinador","assistir","temporada","adiar","federação","presidente","divulgar","tribunal","convocar","positivar","direito","manifestação","participar","permitir","horários","comunicar","daqui","escrever","oficial","presidencial","you","franco","operação","riscar","anúncio","sindicato","menor","incumprimento","medicamentar","bélgica","território","combater","coronavírus","preocupante","novo","guardian","medida","brasil","contagioso","caso","divulgar","identificado","crianças","cientista","news","período","entrar","respostar","nível","impedir","tap","verão","seguro","riscar","colocar","plus","espanha","europa","decisão","cidadãos","passageiro","fazer","prolongar","áreas","julho","acordar","oms","desconfinar","direta","quarentena","concluir","realizar","coronavirus","asiático","voar","países","natal","afetar","anunciado","alemanha"
"41","milhões","medido","medida","mourar","domingo","clube","centrar","datar","distrito","autarquia","concertar","máximo","cabeleireiro","verão","benfica","fc","setembro","julho","realização","castelo","bicicleta","suíça","nacional","ir","aldear","regrar","sales","processar","palavra","situação","exigir","estender","avançada","remdesivir","ir","continuar","ações","sindicato","sextafeira","tratamento","recolher","sobretudo","campar","público","wuhan","destacar","crianças","imprensar","pessoa","admitir","relatório","oms","residente","nova","alertar","ensaio","causar","começou","francãªs","positivar","consequência","sky","vez","algum","branco","notícia","podar","cartar","equipar","news","estrangeiro","certificado","entrar","comprovativo","sky","francês","milhão","alívio","unir","implementado","essencial","próximos","novo","reuters","alpha","hopkins","base","morte","janeiro","fechar","equipa","zelândia","tornar","cidadão","determinar","gnr","alertar"
"42","wenliang","positivar","cancelar","filho","google","festival","similar","artista","provar","centro","prémio","expressar","protocolo","associação","reabertura","rota","parque","assistir","futebolista","feminino","segurança","lotação","cooperação","internacional","bragança","países","pedir","covid","estarão","rir","professor","espanha","indústria","nacional","have","americano","viagem","cuidado","social","aumentar","testar","edição","letivas","brasil","baixo","científica","especialista","países","dinamarca","brasil","noticiar","organização","depender","transmissão","caso","joe","identificado","lista","taxa","pouco","terma","detetada","the","sobretudo","sistema","evitar","maio","segundafeira","alemanha","quintafeira","negócios","lista","britânicos","ficar","deverão","país","regiões","new","públicos","objetivos","público","sul","mãªs","confirmado","quantum","johns","massa","desta","oficial","iat","estabelecer","biológica","apesar","comprar","decisão","fronteirar","alguém"
"43","eua","países","causado","finalista","clube","agendado","desporto","coimbra","bragança","japonãªs","decisão","ramadão","teatro","evento","fechado","anunciar","lpfp","staff","marcado","mariano","internacional","altura","gente","respeitar","secção","ir","óbitos","continente","amador","contra","atual","autorização","pastar","tutelar","is","médica","mostrar","fórmula","unido","milhões","semana","covilhã","exceções","dois","espaço","universidade","acordar","voo","britânica","jorge","infeções","menos","madrid","mutação","ano","sulafricana","poder","destacar","atentar","carla","reinfeção","alberto","dentro","mutação","diagnóstico","identificado","férias","podar","restrições","from","silvar","lugar","viajante","chegar","prevenção","apresentar","país","ecdc","vez","dominante","adiamento","onde","fazer","acordar","final","excesso","sete","unir","lista","jogar","macau","joe","mãªs","participante","decretar","vacinação","algum"
"44","morrer","fevereiro","unidade","desportivo","jornada","prever","agendado","emergência","civil","competições","teatro","sextafeira","competição","lotação","final","desportivo","espanha","querer","cancelar","ténis","francãªs","zelândia","terminal","vão","fato","cancelar","mês","doente","estadosmembros","área","grande","twitter","mitigar","hipótese","news","is","recuperar","entrever","grande","começou","maioria","faculdade","sul","gestão","escola","tender","fronteira","londres","contagioso","transmissibilidade","instituto","estimar","países","identificar","sul","global","aumentar","timorense","científicos","estirpe","confirmar","minuto","origem","avança","exceções","bom","seguir","junho","voo","antar","aérea","planar","perceber","restrições","vir","testar","impor","contágios","autoridade","sintoma","disseminação","reuters","durante","outro","área","estatística","coronavírus","resultar","mundo","oriundo","of","tonga","acima","afeta","abrir","decretar","alimento"
"45","pequim","novo","cada","considerado","decorrer","centrar","federação","distrito","prever","conferências","incluir","bar","vão","campeonato","esplanada","ginásios","visitante","recinto","retomar","galp","realizar","presidente","inglês","objetivo","internacional","recomendação","executivo","prever","gravidade","jovem","áreas","sugerir","demissão","ações","flotus","will","reagir","belga","instituto","vez","mostrar","henrique","privar","açores","terçafeira","wuhan","imprensar","rápida","confinamento","diretorgeral","elevado","the","áfrica","surgir","diretorgeral","tornar","nacional","base","fabricante","jornal","bori","pensar","considerado","quarentenar","anticorpo","propagação","união","caso","contagioso","junho","augusto","chegado","bruxelas","ver","chegado","infeções","agostar","instituto","nova","nova","funcionário","entanto","instituto","agências","deteção","relatórios","tanto","reinar","quarentenar","sempre","publicação","reinar","transmissão","impedido","cidade","euro","alto"
"46","garantir","diferente","serviços","coronavírus","facebook","serviços","espetáculos","informar","terminar","prémio","prova","adiado","ir","edição","francãªs","equipa","espetáculos","realizar","reúne","aprovar","organizador","assistente","secretáriogeral","homem","salientar","contar","fonte","comissão","lar","jornal","capital","ar","espanhol","cooperação","realdonaldtrump","imprensar","presentar","cruz","braga","difícil","afirmar","gonçalo","executivo","conferência","primaverar","covid","células","britânicos","origem","morte","acabar","mãªs","organização","universidade","provocar","mês","áfrica","desconfinamento","inconclusivo","brasil","chegado","antigénio","natural","aliviar","programar","turquia","níveis","rapidamente","baixo","londres","retirar","dia","restritivo","durante","el","alemanha","máscaras","máscaras","coronavírus","mudar","baseado","the","américa","circular","potencial","relativamente","pandemia","centrar","amostra","seng","sair","polícia","maioria","bem","terminar","partilhar","altura"
"47","entrar","coronavírus","entrar","profissional","maratona","realização","atendimento","âmbito","suspensão","treinador","terminar","restaurante","edição","organismo","código","benfica","coimbra","apelar","julho","todo","face","fábrica","alexandre","realizado","pessoa","pessoal","oms","irá","entregar","surtir","contar","vacinação","possível","impor","you","escrever","infetado","casar","polícia","funcionar","proteção","sobrar","habitual","aqui","permanência","ministro","circular","confirmar","ministério","difíceis","jornal","voo","estudar","clínicos","genebra","vez","coreia","dizer","vagar","picar","equipar","território","tap","estudar","conseguir","iata","pandemia","comité","mutações","parecer","vizinhar","considerar","amarelar","aérea","fronteira","chegado","reabrir","significar","isolamento","aderir","primeiraministra","causar","austrália","vida","motivo","reinar","tender","levar","joe","viagem","consultar","autorizar","dar","avança","delta","trabalhar","âmbito"
"48","últimos","agência","hospitalar","últimos","participação","jogo","junho","pandemia","desportivo","reunião","pessoal","impor","baixo","aberto","tornear","verão","março","precaução","membro","luso","marcar","preocupante","novembro","luva","vidar","verão","quarentenar","aprovar","cumprir","realização","recusar","reunir","jornal","imprensar","esperar","equipar","internar","bélgica","território","manhã","online","primeiroministro","dispensar","incluir","idear","geral","holanda","explicar","confirmar","reunir","agência","doenças","científica","eficaz","contagioso","brasileiro","ligação","redar","incluir","identificado","controlar","eficaz","enaltecer","imunidade","instituto","seguro","considerar","férias","expectável","ligação","partir","chegar","alpha","operador","consciente","passageiro","mobilidade","times","chinãªs","elemento","revelar","autoridade","departamento","baseado","correar","afetado","universidade","diagnosticar","realização","health","health","entrado","trabalhador","médico","obrigar","tudo","ambos"
"49","ligações","colocado","domingo","quarentenar","btl","ligar","infantil","organismo","música","sala","adiado","world","retomar","cenários","autarquia","desconfinamento","jornada","festival","técnicas","fonte","suspenso","final","consequência","agudo","provável","avisar","caso","realização","português","possível","contudo","escócia","in","regional","todo","desejar","sintoma","política","chefe","hospital","preparação","vacina","pagamento","dar","base","confirmar","mutações","pcr","entrar","recente","antar","fronteira","brasileiro","podar","dinamarca","anticorpo","britânica","vírus","jornal","transportar","tornar","completar","carneiro","envolver","podar","sujeitar","japonãªs","qualquer","caso","vietname","resultar","vir","região","alemão","france","visitante","prosseguir","trabalhador","especialista","manifestar","sul","começar","irão","estatísticas","promover","baseado","países","pã´r","investigação","israel","filipe","portavoz","reinar","animal","vírus","lutar","ameaça"
"50","enviar","domingo","durante","reserva","livrar","música","adiamento","prever","festa","fórmula","privacidade","desporto","datar","próxima","prever","milão","programação","elemento","recinto","chegar","incerteza","plano","juiz","exército","adiamento","avaliar","países","altura","criação","ano","vigor","exportações","atualmente","grupar","continuar","negativar","from","ano","semana","bem","viagem","atual","municípios","diminuir","nome","rever","descoberta","citar","causar","ligações","britânicos","propagação","infeções","estirpe","bori","américa","inglaterra","doente","pouco","paulo","humano","acrescentar","população","organização","contagioso","destino","passageiro","ver","oms","negativar","tipo","sul","próximas","eslovénia","timorleste","idoso","destino","funcionários","vírus","quarentenar","aumentar","noticiar","lidar","excesso","pandémica","afetados","resultado","municipal","aplicar","presentar","mendes","monitorizar","fim","podar","frança","proteção","américa"
