"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"40","raf","friday","plan","case","victoria","positive","pandemic","delay","focus","macron","need","tell","london","senior","almost","page","prime","call","clear","resource","move","paris","time","isolation","really","ticket","business","johnson","curator","beach","unlicensed","claim","programme","police","ban","city","taskforce","irelands","message","announcement","warn","many","period","tough","bubble","whole","vulnerable","people","scotland","change","radio","employee","soon","expert","cold","group","matt","change","misinformation","receive","oxfordastrazeneca","investigation","organization","occur","study","parliament","potential","assess","say","previously","university","africa","eu","prove","covid","heart","administration","approve","clinical","evidence","produce","patient","response","delta","drug","likely","vote","initial","sputnik","next","good","safety","pill","child","panel","group","effective","mix","possibility"
"41","home","aircraft","agency","government","clear","confirm","work","man","colleague","television","course","pa","top","key","conspiracy","condition","catch","breach","ship","federal","friday","fear","paris","face","deny","programme","head","work","people","multiple","rule","act","comply","follow","urge","paris","scientific","burnham","set","wale","funeral","province","accept","englands","bbc","stay","household","now","make","really","across","effective","adviser","boris","issue","able","effective","group","advisory","france","side","pfizers","expert","covid","administer","fear","old","doctor","schedule","regulator","medicine","condition","treatment","reduce","available","longterm","result","boost","regulator","drc","relate","management","develop","yet","pfizerbiontech","control","patient","problem","administer","deliver","first","administration","protection","reuters","datum","use","available","company","education"
"42","morning","use","unite","great","social","player","northern","lockdown","spend","field","covid","englands","help","advise","labour","stress","labour","sale","approach","inquiry","head","democratic","opposition","miss","action","cancel","wave","can","drink","story","holiday","france","strategy","can","see","put","committee","system","boris","severe","introduce","majority","tough","choose","thing","area","area","act","transmission","sage","rule","clark","level","less","whether","learn","way","original","spahn","cause","pharmacy","dose","antibody","risk","offer","yet","new","issue","additional","approve","shot","astrazeneca","bid","issue","batch","journal","six","britains","astrazenecas","blood","cancer","israels","approve","variant","similar","american","underlie","old","treatment","unite","fda","africa","biotech","recommend","say","risk","astrazeneca","poor","fail"
"43","national","citizen","province","though","provide","diagnose","healthcare","just","protection","fashion","york","especially","understand","story","resignation","wide","aviation","mp","certainly","street","approach","government","cast","act","sit","mp","sure","mail","lockdown","turn","recall","course","six","government","government","government","measure","chief","drakeford","outside","really","reopen","ireland","chancellor","education","risk","three","brief","likely","welsh","adviser","believe","mortality","calm","uks","professor","care","may","coronavac","health","temporarily","illness","guardian","similar","early","warn","change","moderna","facility","shoot","refugee","regulatory","analysis","antibody","moderna","know","virus","joe","immunity","accelerate","protection","uk","fdas","far","seek","week","effectiveness","american","institute","old","jampj","research","prevention","astrazeneca","unite","disease","like","supply","researcher"
"44","aircraft","centre","friday","onboard","likely","evidence","nhs","may","war","sell","doctor","paris","minister","meeting","add","staff","love","telegraph","top","listen","independent","province","plant","lawmaker","money","word","via","possible","reopen","rule","irelands","trade","new","essential","likely","group","conservative","household","police","authority","area","matt","decision","indoor","department","hancock","community","vulnerable","household","almost","action","indication","pollard","rather","protection","get","transmission","africa","virus","thrombosis","decision","oxfordastrazeneca","australian","us","administration","research","answer","effective","dr","result","sinopharm","ministry","accord","regulatory","indias","leak","attack","york","researcher","accord","china","variant","receive","similar","suggest","low","walensky","potential","prevention","six","fully","approve","approve","authorise","oral","month","immunity","health","last"
"45","lock","really","british","post","protect","three","figure","reach","head","entire","spokeswoman","gear","hancock","science","staff","view","meanwhile","refuse","recent","zoo","find","healthcare","radio","widespread","home","holiday","boris","go","quickly","trace","night","draw","pub","serious","weekend","meet","scheme","great","different","indoor","national","pacific","community","prime","big","carefully","take","mean","stagger","call","need","filter","prof","show","focus","radio","decision","pfizerbiontech","know","norwegian","halt","benefit","clinical","advisory","commission","south","conclude","jab","initially","prevention","immunity","safety","company","source","european","astrazeneca","recover","reduce","illness","protection","recommend","need","result","find","likely","group","fda","white","inoculation","month","unite","month","bn","million","deliver","source","manufacturer","five","consider"
"46","driver","separate","stay","son","diamond","deputy","long","potentially","emmanuel","head","full","handle","scotland","decision","describe","contract","time","agree","medical","telegraph","apart","lockdown","energy","bbcpapers","trust","ease","politician","may","risk","particularly","serve","action","control","irelands","possible","scientific","together","across","londoner","particularly","right","hospitality","territory","five","lockdown","england","scottish","afternoon","proportion","announcement","lot","lead","wear","single","look","college","school","survey","elderly","outweigh","health","malaysia","cause","million","drug","expert","occur","course","slow","university","benefit","syndrome","receive","treatment","interest","agency","patient","paper","campaign","hope","reuters","receive","base","result","research","kong","university","smoke","two","agency","match","panel","amp","approve","country","amp","every","expert","ukhsa"
"47","arrive","expect","us","plane","centre","department","look","within","enemy","use","raab","tourist","olympic","trust","scotland","digital","play","trace","often","public","interest","staff","protect","reject","uks","home","must","one","respond","cost","organise","citizen","europe","prime","industry","law","leader","labour","liverpool","director","house","compromise","northern","warn","advice","happen","hospitality","mix","sequence","closure","majority","minority","unemployment","make","actually","staff","good","whether","strategy","shoot","vaccinate","vaccination","administer","researcher","efficacy","germany","austria","canada","moderna","soriot","due","protect","young","efficacy","lot","give","jab","approval","recommendation","india","organization","position","mean","system","additional","institute","control","pfizers","disease","total","thursday","regulatory","risk","already","available","hope","adult","variant","use"
"48","local","though","centre","fear","evacuation","plan","plan","really","virtual","put","toll","thomas","british","picture","dominic","worker","high","re","relax","danger","factory","friday","lead","tomorrowspaperstoday","poll","go","next","level","reduce","challenge","many","break","infectious","set","plan","khan","across","johnsons","move","party","support","pretty","limit","proposal","stay","challenge","happen","move","measure","exam","act","advice","africa","way","advisory","effective","rather","publish","rapidly","oxford","vaccination","northern","report","potential","outweigh","population","gp","order","immune","fully","adult","thrombosis","reuters","suggest","cancer","approval","disease","cancer","combine","say","datum","mhra","question","heart","tuesday","approval","approval","condition","ministry","company","figure","modernas","authorise","study","deal","within","next","version","secretary"
"49","board","american","country","clear","australias","abroad","cant","acknowledge","medic","intensive","us","stockpile","former","oxford","academic","information","contain","trust","keep","worker","king","require","rule","villa","think","think","good","page","partner","approach","newspaper","lockdowns","size","freedom","paris","really","ago","circuit","enter","nhs","identify","sogavare","number","set","overwhelm","moment","decision","transmission","keep","advice","indoor","say","hope","one","order","evidence","version","describe","adult","germany","review","europes","low","study","friday","monday","fauci","significant","release","oxford","similar","decide","office","heart","reintroduce","disease","approve","original","six","develop","rare","manufacture","effective","promise","already","jab","group","jab","meet","twodose","protection","fully","effective","drugmaker","prevention","delivery","korea","month","suggest"
"50","early","unite","leave","carry","support","effort","range","think","happen","region","also","standard","fuel","page","picture","symptom","pressure","british","child","debate","labour","return","car","prevent","lead","way","mile","extremely","long","society","boris","institute","radio","behave","clear","want","keep","set","region","come","life","citizen","young","lift","support","place","example","scotlands","want","guidance","key","wear","lift","response","concern","wale","expert","shoot","effect","increase","evidence","halt","friday","oxfordastrazeneca","health","novel","hungary","internal","group","friday","teenager","available","antibody","problem","efficacy","variant","different","cell","oxford","problem","kidney","source","manufacture","researcher","food","researcher","expert","advisory","discuss","center","administration","clinical","complete","bn","generic","ema","spike","regulator","continue"
