"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"41","organisation","hope","president","across","suffer","drop","donald","without","deal","create","player","letter","executive","investment","recession","aid","economy","rise","index","forecast","europes","obrador","percent","decade","demand","debt","employee","extra","national","israel","pay","air","estimate","text","call","director","demand","major","coalition","property","market","spend","arrival","draft","demand","rebind","small","transmission","fund","admission","cash","droplet","many","need","injection","flight","mexican","arrest","fully","take","extension","soon","tighten","indoor","professor","circulation","feel","location","wear","effectively","throw","many","currently","afp","contact","city","vaccination","impact","capital","unvaccinated","election","park","society","festival","outdoor","july","protest","government","european","status","lockdowns","proof","eu","impose","munich","rule","import","nightclub","outside"
"42","plan","support","market","roll","since","european","level","australian","invoke","pay","share","develop","recovery","venezuela","require","brussels","government","member","expect","sector","shrink","grim","consequence","americas","leader","propose","poll","package","package","wall","cruise","financial","reduce","imf","end","expire","challenge","swedish","support","black","rest","extension","create","decade","release","raise","rise","holiday","play","grow","crime","thai","symptom","even","among","make","lopez","level","billion","mask","robert","seriously","agree","still","protest","person","major","quarter","newspaper","recover","large","capital","great","zone","sunday","ban","service","allow","ban","mall","train","guidance","say","service","proof","monday","neighbour","lift","medium","old","ban","lockdown","introduce","industry","upper","place","transmit","temporary","face"
"43","work","plunge","lunar","meet","low","us","brazil","citizen","sampp","shutdown","job","million","union","support","activity","expect","way","hit","industry","demand","due","development","summit","scheme","pay","agreement","need","purchase","cut","cut","princess","amid","relate","revenue","option","announce","deal","outlook","expect","amid","environment","financial","likely","agency","student","call","add","real","pandemic","work","percentage","trace","make","conference","family","allow","memo","weekly","continue","demand","mean","much","particularly","meet","saturday","lockdowns","chief","metre","cluster","take","venue","worry","public","new","announce","lockdown","london","misinformation","allow","nightclub","spokesman","authority","want","introduce","central","green","countrys","large","urge","morrison","remove","vaccinate","without","digital","pass","force","border","close","coronavirus"
"44","epidemic","talk","look","sydney","sydney","investor","pay","chinese","law","vote","response","estimate","expect","unprecedented","refund","rescue","domestic","grant","china","oil","july","clear","wage","success","effect","council","problem","euro","sit","fall","funeral","recover","sector","impact","import","furlough","guardian","small","sampp","strong","activity","show","online","summit","amount","independent","continue","business","relief","large","grief","entertainment","criticism","briton","chairman","scramble","private","house","sputnik","meet","proposal","brake","customer","face","chief","organise","infection","airbnb","delivery","manage","deal","mass","state","allow","government","return","retail","lockdowns","private","drink","schedule","release","er","crowd","slovakia","scheme","ad","introduce","concert","tourism","gathering","start","south","international","pm","neighbour","lockdown","business","prime"
"45","coronavirus","open","organiser","factory","warn","plunge","eu","qantas","package","move","lose","tackle","firm","agency","union","bond","labour","pay","lose","cost","impact","recession","company","project","aid","direction","expect","revenue","commission","month","fallout","stock","challenge","shrink","continue","financial","nation","quality","forecast","contradict","help","activity","government","forecast","pandemic","alongside","problem","assistance","district","temporary","one","lateral","cant","focus","staff","sentence","texas","online","hour","action","easter","able","grow","minister","numb","compare","just","sex","care","clinic","area","cornwall","close","stay","address","young","act","issue","coronavirus","capital","population","early","measure","bulgaria","hospitality","event","require","capacity","portugal","able","mass","close","lift","venue","minister","ban","johnson","compulsory","require"
"46","economic","produce","trade","loss","cut","future","north","summit","job","sale","human","risk","year","contract","production","quarter","need","cut","approve","£bn","plan","help","deal","euro","help","sweden","food","pandemic","back","adult","border","virgin","world","comprehensive","available","finance","investor","tuesday","aaa","labour","union","climate","build","support","provide","bonus","publish","bank","infectious","minister","put","biden","beach","annual","charles","site","norwegian","mandate","friday","create","now","mix","good","start","lockdowns","immunisation","stage","uber","individual","recovery","household","infection","china","limit","team","require","remain","industry","premier","distance","face","remove","commission","setting","city","lockdown","need","eus","spring","state","nonessential","case","fully","reuters","require","public","maskwearing","open","visit"
"47","tedros","drop","ghebreyesus","support","outbreak","reserve","far","€bn","opposition","month","animal","st","budget","price","food","deal","aviation","single","cash","outlook","firm","guardian","international","safety","security","loan","european","support","top","mosque","us","assistance","drive","gdp","decision","industry","bond","billion","payroll","country","likely","unemployment","morrison","september","domestic","reflect","cover","boost","sign","share","detail","maskwearing","putin","catholic","advise","visitor","clinic","collapse","ministry","bring","see","incidence","million","englands","due","price","end","follow","science","final","asymptomatic","night","enough","ban","army","away","healthcare","theatre","reuters","measure","expect","delay","liberal","announce","use","museum","argue","propose","gas","next","sri","ban","flight","norway","nonessential","mandatory","age","current","place"
"48","system","today","china","medium","australian","central","month","bad","lawmaker","cut","help","government","salary","union","will","discuss","welcome","energy","deal","business","thing","july","lose","hit","disruption","euro","assistance","staff","month","stock","june","price","scheme","spring","mark","will","procedure","cause","lead","month","trade","supply","analyst","pledge","morocco","precaution","johns","behind","prevent","trump","opposition","perform","officially","oakland","association","security","theatre","bill","make","afternoon","six","deem","four","guterres","strict","participant","though","access","abroad","venue","every","even","inside","australia","enter","comply","measure","platform","school","nsw","minister","enter","country","prime","public","alcohol","nhs","portugal","bidens","require","international","federal","unvaccinated","austrias","saturday","domestic","unvaccinated","face","rule"
"49","expert","virus","situation","domestic","consumer","morning","point","plan","pandemic","intend","amid","£m","help","collapse","march","eviction","airport","business","measure","suffer","pilot","survey","domestic","sector","chancellor","compromise","world","italy","begin","strengthen","trust","debt","demand","facility","interest","reduce","uk","pelosi","compare","election","eu","quarter","hold","government","call","poverty","shock","francisco","work","look","mortality","bill","partially","easter","material","say","shortage","way","supply","small","european","example","night","french","service","economy","late","lift","small","however","bar","criticism","fine","zealand","authority","outdoor","pm","tough","movement","customer","week","cabinet","death","move","rule","rutte","impose","expect","canada","customer","cafe","gym","christmas","qr","ban","austrias","announcement","tuesday","admission"
"50","shut","holiday","financial","monday","oil","lose","australia","government","proposal","main","£m","unemployment","food","security","£m","demand","cost","hotel","shrink","gdp","investment","sector","revenue","focus","stimulus","rutte","recovery","aviation","pay","crisis","half","£bn","congress","emergency","qantas","hit","prepare","cinema","deal","sale","fund","prize","support","british","freeze","set","poverty","payment","north","supply","risk","manage","false","phone","worker","sale","near","short","million","cite","chile","mutation","point","can","rule","medical","restriction","vaccination","stress","area","result","much","mass","contact","business","degree","cinema","music","mandate","million","federal","germany","requirement","australia","centre","mask","gather","jab","theatre","apply","thursday","sri","friday","airport","western","similar","without","rule","visitor"
