"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"40","thailand","onboard","covid","hospital","pa","dock","flight","atlantic","attack","strand","scientist","tribute","actually","midmarch","york","accord","increasingly","kadyrov","good","mayor","remember","ahead","michael","interim","effective","deliver","crowd","malta","suffer","km","infect","italys","bad","cafe","eye","resident","pay","game","rudd","open","alongside","club","invest","essential","million","consumer","stress","california","district","wave","royal","healthcare","paper","hungary","sign","mutate","respiratory","many","east","deal","control","countrys","must","due","nearly","oppose","financial","behind","prevent","worker","americas","return","source","story","choice","office","accuse","part","worker","deploy","judge","right","claim","healthcare","join","emmanuel","stage","handle","mexico","day","back","probably","israel","service","cancer","spring","economic","public","ban"
"41","centre","abel","one","symptom","spend","sally","respiratory","brief","admit","aboard","rest","happen","carrier","island","family","stockpile","hit","great","address","state","electronic","epidemic","previously","front","spread","mild","distance","festival","head","us","stop","positive","insist","kingdom","jordan","determine","go","fan","run","work","reject","league","mare","support","individual","deal","overwhelm","already","warn","really","mile","assist","vaccine","water","single","storage","lion","macron","online","nation","economic","diplomat","hospital","bad","plan","several","period","letter","arrival","country","patient","cruise","city","shoot","acquire","person","demand","channel","outbreak","bill","regulation","turn","french","britain","video","crash","tourist","road","doctor","whether","low","ventilator","shield","full","relative","message","frontline","restriction","despite"
"42","passenger","dream","weekend","facebook","die","book","trap","special","symptom","disease","situation","board","deputy","another","curb","brazilian","state","rise","flu","world","pandemic","kremlin","scheme","safety","nearly","farright","team","cough","negative","without","italy","disaster","urge","keep","via","recover","road","grave","note","reach","announce","relief","representative","season","also","recommend","spread","recommend","surge","los","rather","birmingham","course","real","datum","gorilla","zoo","practice","food","unless","push","history","economic","approach","little","modi","drink","various","dog","journalist","yearold","move","hold","indias","regard","investigation","contagious","de","build","capital","service","seek","protest","charge","domestic","judge","without","california","football","lift","thursday","polish","shift","sajid","patient","healthcare","taskforce","december","food"
"43","italy","confirm","france","canada","man","march","aboard","death","share","operation","today","defence","stoke","aircraft","aircraft","la","economy","lose","cold","even","city","death","family","sport","expect","jair","way","biden","associate","strategy","transparent","epidemic","abide","top","relief","former","un","online","chair","know","advisory","civilian","overcome","blog","extend","kong","catholic","even","wave","angeles","uk","norwegian","dr","medical","put","head","gulf","downplay","thank","target","lockdowns","yemen","become","hospital","american","lead","restriction","bank","heathrow","advertise","operate","struggle","survey","freedom","family","medic","leave","supreme","place","group","like","lead","wage","four","guard","little","little","decade","milestone","certainly","winter","net","soldier","lose","cash","time","arent","minister","picture"
"44","condition","official","contact","evacuate","diagnose","japan","disembark","relative","warn","guard","line","difficulty","traffic","driver","upon","guide","kremlin","italy","temple","move","protocol","law","news","cut","interview","love","player","supporter","medium","serve","east","race","kill","confirm","permit","year","shield","regular","asio","pick","period","retail","channel","violence","agency","cant","far","director","become","oxfordastrazeneca","explosion","owner","pressure","life","african","nigeria","mumbai","transport","tourism","assistance","effort","hear","need","nation","daily","nation","relation","press","dedicate","rural","contain","reuters","treasury","kill","date","page","body","papua","railway","accuse","demonstration","agree","violation","come","afghanistan","macron","fear","phone","jackson","protective","urge","survey","end","mean","guideline","need","cop","night","question"
"45","south","coronavirus","numb","soon","irish","none","vessel","heathrow","return","guest","thursday","screen","pacific","suit","await","march","supporter","monday","mexicos","film","brazilian","administer","executive","order","secretary","authority","observer","serve","clear","say","respiratory","recently","international","board","beer","believe","pope","currently","christian","usual","good","outlet","stepanov","individual","online","cnn","explain","business","capacity","service","situation","fill","receive","course","plan","enable","proof","receive","antibody","gradual","economist","cemetery","much","still","disease","western","yearold","pfizer","monitor","world","lose","american","senate","final","brazils","bill","business","office","station","proof","resignation","accuse","headquarter","question","italy","economic","wear","project","expert","wife","still","contribute","many","executive","medium","senior","unite","view","source"
"46","prime","terminal","coronavirus","organise","saturday","david","sally","park","request","commissioner","different","sure","footage","night","curve","vladimir","obrador","epidemic","reopen","physical","case","los","cause","journalist","phe","foundation","undertake","battle","long","risk","trans","coast","organisation","international","suspend","symptom","agency","dispute","brief","israeli","experience","cautious","alongside","carry","relative","department","action","want","conte","colleague","spend","race","surge","period","trace","live","childrens","use","unprecedented","anxiety","televise","original","find","support","ministry","cost","hit","level","diabetes","lose","citizen","end","six","switch","become","indian","worker","anger","army","australias","emmanuel","eastern","lópez","journalist","stage","everything","leave","rescue","war","position","doctor","portugal","double","letter","setting","lose","stop","blow","organise"
"47","return","france","four","home","trap","room","british","know","room","hundred","admit","reopen","relatively","beach","mount","suicide","test","record","time","pa","epidemic","anniversary","distribute","thursday","reserve","normally","rage","team","ill","bed","covid","ask","confirm","stress","camp","continue","beach","cancel","whether","mother","wave","alex","seem","seem","strategy","care","virgin","pass","chance","hancock","individual","oxfordastrazeneca","get","provide","bad","seek","hour","prioritise","brazilian","freeze","pressure","isolation","read","authority","post","essential","die","continue","correspondent","system","result","event","remove","bbc","urge","rio","source","seriously","cuomo","associate","group","injure","obrador","stop","chief","area","countrys","dismiss","weekend","fashion","travel","daughter","selfisolating","provider","leave","resident","biden","sort","defend"
"48","contact","tokyo","day","two","yokohama","japanese","isolation","wait","father","doctor","re","statement","recommend","tuesday","russia","person","farright","total","associate","rumour","epicenter","redfield","mask","care","immigration","institution","bolsonaros","clear","sky","evidence","year","think","race","house","residence","call","get","overseas","business","deny","monthlong","wave","secure","something","campaign","deputy","outside","contain","giuseppe","now","re","increase","immune","every","facility","global","tie","poland","close","offer","discover","hit","daily","ski","another","tank","court","inc","frontline","save","oil","bad","fortnight","wednesday","deny","bolsonaros","build","justice","complaint","sunday","violate","prosecutor","sentence","separate","everyone","symptom","winter","racial","graham","phone","difficulty","temperature","pacific","choose","talk","woman","life","stop","insist"
"49","agency","wife","initially","government","infect","post","doctor","family","reason","list","stop","will","italian","plead","pharmacy","outlet","sailor","lópez","order","são","sense","mark","plan","access","predict","sea","little","already","trust","virtual","regional","fast","want","still","although","sunday","house","countrys","abuse","olympic","tough","fail","essential","single","thursday","form","federal","give","kind","check","become","contribute","adult","launch","associate","malta","language","governor","cope","request","court","nearly","long","tie","nurse","investigate","countrys","prevention","city","america","designate","last","preparation","reveal","government","profit","month","failure","draft","march","include","deem","human","law","economic","march","region","vietnams","manager","balance","french","faceface","wide","re","chief","pandemic","fitch","source","spokesperson"
"50","ministry","total","old","us","ministry","keep","canadian","return","yesterday","people","jair","football","countrys","complain","legal","court","scene","film","academic","dismiss","holiday","april","think","previously","home","frontline","protocol","message","festival","center","body","demonstrate","train","pandemic","series","adult","league","seat","jobseeker","problem","afp","relation","caput","will","opt","forward","stand","whole","ambulance","go","treatment","fauci","large","give","previously","alarm","word","criticise","insist","medium","defend","trade","benefit","recall","tour","healthcare","selfisolate","state","deadly","patient","rio","previous","football","protest","center","sao","come","ventilator","supreme","point","power","cannon","necessary","subject","come","quarter","half","employment","extra","queue","yearold","republic","procedure","vulnerable","away","include","pandemic","look","chancellor"
