"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"41","province","combat","kill","handle","china","link","border","suspend","peruvian","putin","home","transport","avoid","return","minister","zealand","island","athens","austria","mall","bar","measure","resident","infection","closure","decision","impose","remove","switzerland","record","airport","hungarian","control","drop","fly","attendance","change","international","andrew","allow","arrival","write","euro","city","trade","mile","soon","secure","meet","lack","write","immigration","commissioner","ban","african","authority","appeal","source","billion","tokyo","candle","mind","station","many","release","decision","advice","miss","rohingya","government","northern","strategy","economy","havent","pay","department","distance","acknowledge","village","admit","talk","stage","report","thursday","note","result","nigeria","concern","spokesperson","bar","protocol","goal","twitter","network","town","several","bill","decide","regulation"
"42","urge","premier","jinping","traveller","suspend","inside","stop","prayer","travel","russian","order","nonessential","resume","resume","nonessential","place","curb","mall","strict","minister","mean","summer","minister","citizen","home","island","catalonia","cyprus","athens","rise","september","surge","athens","migrant","propose","death","nearly","qingdao","secretary","november","attack","next","island","morgue","guidance","neighbourhood","china","strict","tourist","expert","another","time","without","five","suffer","call","judge","premier","political","crowd","mp","break","worry","city","use","executive","policy","hear","tsai","james","chief","source","central","meeting","clear","night","medium","staff","phase","twoweek","come","year","suspend","movement","enforce","epidemic","town","figure","time","clearly","brazilian","invite","hospitalisation","range","medical","march","cabinet","confront","festivity"
"43","raise","virus","fight","coverage","high","security","arrival","demand","midnight","movement","march","march","spain","normal","exercise","travel","salon","spain","close","summer","serve","island","bar","agree","nonessential","occupancy","isolate","reimpose","rate","party","greece","numb","return","closure","destination","less","facility","finland","de","actually","parliament","market","ministry","ward","outside","suga","option","still","every","study","comply","police","point","refuse","nurse","special","enclave","corruption","today","final","lead","fight","join","conservative","keep","leave","state","office","government","insurance","officer","japan","area","preparation","measure","prime","japan","quarantine","big","poll","go","professor","chris","quarter","save","facility","zone","include","re","biden","household","heat","read","jacinda","independent","shot","night","czech","carry"
"44","identify","interview","trade","expert","news","iraq","government","iran","measure","slow","comply","app","nonessential","relaxation","move","holiday","phase","enter","museum","sweden","german","country","ban","bulgaria","introduce","shop","two","bahamas","limit","outdoor","new","tuesday","case","fly","seasonal","international","north","fly","passenger","remove","just","less","green","suspend","quarantine","four","citizen","condition","home","opinion","fraud","lift","something","iranian","yearold","suspend","dahlan","watch","government","prompt","baker","street","norwegian","america","power","service","pay","vulnerable","arrival","extension","festival","money","comment","refund","prime","press","cancel","secure","miss","prime","capital","final","secure","domestic","tory","additional","plant","construction","record","today","promise","nation","join","revenue","response","officer","criticism","vaccinate","brazil"
"45","million","group","work","population","land","train","tourist","national","require","repatriation","basic","grant","exempt","wear","agree","primary","day","nordic","business","britain","paris","lift","risk","entry","arrival","contain","july","order","total","minister","day","negative","northern","control","abbott","travel","enter","nigeria","death","york","domestic","tell","christmas","zealands","widely","record","predict","point","little","strongly","oppose","hand","pandemic","kuwait","hand","suffer","czech","institution","contact","incident","officer","anger","paper","owner","spend","medium","tournament","political","league","suga","australian","medium","european","alcohol","ensure","africa","advantage","ahead","outside","three","condition","watch","fill","technology","denmark","crisis","van","postpone","good","term","night","obviously","lift","turn","want","crowd","decide","march","conference"
"46","high","paper","response","medium","increase","vatican","enter","combat","spain","commercial","double","reopen","ticket","strategy","next","extend","require","neighbour","permit","week","ban","mask","germany","manage","new","late","arrival","lockdown","enter","summer","negative","migrant","moria","reduce","restriction","like","month","rely","monitor","stick","document","group","replacement","market","hand","side","september","late","strict","employment","tension","cabinet","sweden","exempt","life","fine","mean","covaxin","minister","conservative","politician","guarantee","many","release","human","include","johnson","support","decision","yoshihide","four","ahead","goal","successful","japan","raise","player","train","australian","quarantine","cut","recovery","cover","cause","pharmaceutical","hundred","budget","incident","list","service","club","follow","dozen","workplace","greek","create","insist","state","essential"
"47","us","every","arrive","necessary","impose","south","yet","case","early","airport","korea","may","saturday","parliament","conference","gym","saturday","place","nsw","place","distance","plan","negative","nightclub","passenger","begin","remain","arrive","gathering","already","infection","due","lesbos","order","day","visitor","several","education","federal","frontline","production","even","agency","migrant","venue","make","virus","tomorrow","tell","sale","lock","decrease","refuse","gaza","africa","african","fund","spokesman","premier","investigation","candidate","throw","press","member","assistance","like","great","contain","office","administration","estimate","chief","warn","mechanism","shortly","today","protocol","global","fan","security","feel","space","street","march","backlog","argue","americas","palace","keep","deal","view","clearly","protest","globally","politician","wound","regulation","office","season"
"48","beijing","jinping","expert","publish","air","science","source","statement","close","region","unprecedented","interior","begin","transport","normal","infection","arrive","long","european","greece","hotel","welcome","holiday","august","greece","introduce","extend","prime","netherlands","march","area","tourist","red","region","run","unit","group","selfisolation","case","ramaphosa","body","decision","april","mobile","sing","citizen","inoculation","much","believe","soar","rule","fully","risk","steven","less","epidemic","anvisa","woman","prompt","lawmaker","lockdown","court","part","worsen","prison","meet","control","either","opposition","climb","allow","officer","fund","ursula","lion","ban","tv","cite","love","member","poll","side","add","reason","crucial","canada","clash","stayhome","accommodation","leader","host","tackle","pass","incident","lead","rutte","gp","medical","huge"
"49","island","effort","must","effort","death","university","national","senior","president","passenger","sunday","issue","french","infection","necessary","interior","safety","capacity","spains","case","rule","abroad","sweden","minister","extend","europe","case","confirm","malta","curb","sardinia","airport","shapps","visitor","hope","gathering","migrant","un","grant","eye","term","big","south","staff","may","leave","end","street","follow","ukraine","next","write","spokesperson","careful","month","announce","right","government","host","power","dutch","opposition","big","book","prisoner","rule","distance","colleague","citizen","prove","add","grow","present","delegation","sa","two","football","will","low","another","emergency","spread","line","come","scene","street","compile","gym","km","thousand","province","decline","worker","senior","year","cannon","local","senator","return"
"50","transport","enter","travel","mean","serious","accord","addition","march","comply","force","virus","strand","end","plan","angela","restart","austria","traveller","control","austria","business","flight","gathering","uk","regional","space","measure","air","land","declare","slow","contain","afp","portugal","accord","class","reuters","heavily","list","horse","provide","new","initial","mother","eu","pandemic","hold","suspend","board","sadiq","tweet","pandemic","republic","supreme","near","approve","dutch","democratic","league","resignation","night","coalition","city","thing","arrest","wave","group","possible","rotterdam","election","opposition","isnt","point","arrival","suga","arrival","parade","member","australias","rule","level","effect","confirm","evidence","production","wednesday","ghana","awareness","pm","emergency","present","reach","wednesday","protester","toll","turn","population","doctor","us"
