"","2020-01-31","2020-02-07","2020-02-14","2020-02-20","2020-02-28","2020-03-06","2020-03-13","2020-03-19","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-24","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-12","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-17","2020-12-24","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-06","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-10","2021-06-17","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-09-29","2021-10-08","2021-10-15","2021-10-22","2021-10-27","2021-11-05","2021-11-12","2021-11-19","2021-11-25","2021-12-03","2021-12-10","2021-12-11"
"39","press","identify","number","must","child","manage","senior","write","video","support","deadly","import","concern","major","sell","dr","malaria","brief","international","december","origin","pharmaceutical","track","target","accelerate","global","queue","fight","vladimir","mexican","safe","firm","routine","administration","receive","fight","clinical","video","russian","begin","test","russian","authorisation","enough","eu","mhra","commission","chinese","health","enough","programme","china","say","publish","regulator","arrive","two","global","delay","der","factory","vietnam","start","head","quarter","astrazenecas","shot","talk","billion","distribute","develop","half","inoculate","initial","jab","import","cdc","deliver","year","bangladesh","khamenei","donate","switzerland","per","year","set","technology","interest","access","commonwealth","little","leader","declare","response","blow","medium","county","percentage","report"
"40","right","increase","system","public","must","provide","long","selfisolate","solidarity","whole","guardian","criticise","january","institute","early","threat","dog","use","joint","million","study","production","covid","chinese","dhabi","brazil","supply","present","worldwide","hold","make","initiative","sao","scientific","safe","infectious","dexamethasone","center","january","video","present","der","supply","will","product","get","next","severe","accord","facility","campaign","expect","seek","moderna","early","will","effective","campaign","facility","world","jab","inc","source","receive","organization","minister","delay","fund","technology","reuters","shot","programme","future","adviser","demand","center","inoculation","far","guatemala","shoot","rich","amp","blood","luxury","one","india","far","far","company","parade","december","big","target","tedros","alliance","nothing","nothing","draw","introduce"
"41","professor","sign","threat","executive","international","write","direct","concern","million","leader","society","nation","payne","treatment","global","ryan","america","call","australian","potential","wuhan","covid","employee","administration","secretary","administration","help","october","programme","university","announcement","latin","sputnikv","disease","latin","approval","available","document","shoot","reuters","reuters","distribute","canada","datum","roll","datum","safety","fauci","africa","worker","country","delay","drug","old","drug","healthcare","purchase","export","statement","dose","send","expect","report","vaccination","supply","shoot","president","distribute","project","eu","donate","give","south","sputnik","quarter","several","pfizer","use","bank","fund","social","quarter","give","go","south","say","shot","enough","target","nuclear","oxygen","go","double","forecast","audit","staff","scene","gp","meet"
"42","university","risk","say","emergency","containment","work","sick","question","thousand","become","navy","un","consequence","foreign","fast","label","full","malaria","pharmaceutical","greek","beijings","meat","say","agency","russian","potential","regional","study","spahn","german","hope","clinical","study","prior","seek","datum","eu","approve","sputnik","johnson","whether","researcher","prevent","manufacturer","jab","priority","authorise","ema","deliver","already","shot","programme","efficacy","problem","efficacy","efficacy","russia","buy","begin","unite","europe","production","delivery","expect","spain","global","economic","increase","alliance","macron","putin","donate","share","ministry","distribute","delivery","sinopharm","thailand","alliance","commission","figure","die","bn","india","develop","fund","covax","billion","behind","khan","economic","far","make","owe","lesson","hall","northwest","mp","result"
"43","outbreak","become","go","potential","fact","important","able","measure","commission","outbreak","air","member","epidemic","response","australian","consequence","contribution","chloroquine","donor","mother","credibility","talk","trump","successful","ghebreyesus","safety","laboratory","control","product","study","evidence","astrazeneca","review","ready","australian","safety","buy","science","erekat","brazil","science","adverse","volunteer","expect","nhs","process","jab","start","roll","world","coronavac","begin","make","effective","health","worker","inoculate","regulator","administer","buy","pharmaceutical","bloc","process","global","first","organization","inc","astrazeneca","president","property","waiver","korea","drive","leader","nation","irans","prevention","arrive","africa","set","head","dose","delivery","first","want","manufacture","supply","population","organization","pollard","west","west","coverage","moeti","find","collective","midlands","spokesman","significant"
"44","far","respiratory","deeply","infection","certainly","tedros","prepare","pub","system","nhs","former","fund","foreign","ceasefire","handle","convince","covid","health","associate","internet","stilwell","disease","september","suggest","study","agency","walk","wuhan","already","play","study","experimental","response","evidence","battle","africa","significant","yet","flu","study","oxford","work","datum","european","emergency","biotech","issue","week","russian","distribute","china","price","reuters","arrive","facility","shoot","deal","efficacy","give","inoculation","uk","republic","russian","european","citizen","brazils","north","institute","organization","regulator","astrazenecas","manufacturer","potential","develop","expect","sri","moderna","say","supply","brand","amp","african","scheme","bharat","ten","restrict","rest","us","outbreak","mrna","decide","coordinate","effect","cocktail","meet","action","advertise","effort","director"
"45","authority","comment","however","time","respiratory","facility","medical","require","sick","factory","body","pandemic","health","claim","sunday","say","expect","suggest","host","clinical","donald","largely","safe","head","race","dormitory","approve","russian","safety","receive","price","use","question","produce","expect","president","conspiracy","access","safety","report","develop","early","distribute","trudeau","access","nurse","britain","dose","russias","datum","population","drug","covax","african","south","pfizerbiontech","send","jab","comment","pfizer","plant","receive","approval","urge","astrazeneca","help","develop","africa","million","institute","trade","call","union","july","lack","plant","one","approve","us","agency","abroad","share","health","programme","sinovac","delivery","interest","technology","international","expect","million","delivery","line","clot","often","support","target","tell","set"
"46","current","medicine","uk","coronavirus","trial","current","dorries","essential","platform","deeply","affect","continent","reject","emerge","covid","fbi","relate","concern","carrier","europe","develop","american","driver","control","mat","grind","depend","approval","global","expect","basis","world","initial","even","form","find","effective","institute","doctor","team","potential","base","firm","covax","group","study","clinical","get","german","regulator","available","jab","german","approve","dose","drug","distribute","distribute","russian","china","authorisation","fully","bilateral","material","deal","deadly","available","russia","mexico","statement","pay","ahead","promise","order","send","distribution","people","rollout","every","nation","camp","instead","deliver","administer","organization","emission","donation","administer","deadly","first","send","save","twice","supply","call","pa","effort","rate","security"
"47","model","add","cause","africa","recent","worker","tweet","lay","condition","annual","top","position","wildlife","delivery","help","medium","urge","cancer","journal","novel","overseas","deal","none","use","prof","around","illness","india","agreement","economy","benefit","state","put","india","need","major","safety","claim","video","population","provide","european","available","sign","process","ensure","december","review","enough","produce","age","request","dose","volume","maduro","approve","amp","sinovac","regulator","india","union","secure","jens","indian","putin","provide","ramp","partner","batch","organization","canada","us","chief","commitment","bn","distribute","canadian","agreement","domestic","price","neighbour","vaccination","event","lack","manufacture","irelands","virtual","lack","immediate","syria","analysis","true","headline","people","poll","face","difficult","even","outbreak"
"48","personperson","control","general","general","system","clinical","full","able","council","weak","miss","beijing","accusation","party","jump","dispute","clinical","halt","lancet","commission","diplomat","people","visa","accelerate","successful","receive","latin","great","unite","interest","patient","say","produce","will","specific","general","demand","give","treatment","hope","january","plan","base","pfizerbiontech","candidate","emergency","january","population","agency","agreement","regulator","week","shoot","oxford","immunisation","regulatory","authorise","vaccinate","batch","amp","sii","administer","moldova","programme","access","effort","european","end","covax","pledge","organization","african","tedros","poor","prevention","white","korea","peru","agreement","available","booster","give","deal","afp","china","pharma","arrive","accord","defend","charge","five","covax","april","deteriorate","scheme","idea","involve","already","october"
"49","surprise","important","serious","low","urge","hancock","fund","labour","provide","mr","much","administration","diary","phone","effort","theory","can","letter","covid","coordinate","option","emerge","ghebreyesus","scientist","cut","uk","development","safety","bahrain","scott","secure","critic","scientist","open","purchase","ensure","spokesman","mexico","statement","expect","available","contract","fda","rollout","distribute","healthcare","german","supply","official","inc","moderna","pharmaceutical","slow","medicine","von","vaccinate","aim","expect","produce","agreement","summit","march","jab","drive","eu","use","bn","dr","export","trial","bn","astrazeneca","price","far","booster","foreign","shortage","pledge","purchase","european","health","friday","china","reuters","american","hesitancy","november","advance","halt","another","wave","rich","strong","commercial","agency","lateral","react","infect","restrict"
"50","evidence","surprise","head","increase","university","unwell","watch","sector","health","show","together","resident","kong","impact","result","source","medicine","contribution","safety","steady","great","general","reiterate","institute","paper","present","american","chinese","candidate","oxford","deep","antibody","organization","covid","são","two","professor","president","ministry","health","us","authorise","experimental","use","safety","reuters","document","enough","december","commission","roll","medicine","europe","delay","medicine","provide","gaza","poor","member","commission","say","jab","friday","emergency","programme","biden","india","july","additional","moderna","local","ip","export","nation","ministry","say","sign","investment","donate","shortage","nearly","death","small","poor","chinese","vaccinesharing","vaccination","buy","circulate","romania","crisis","coordination","rapid","study","say","several","connect","indication","challenge"
